timestamp,test-class,test-method,time,description,result
2021-09-07 23:46:47.491,acme.testing.anonymous.AnonymousShoutCreateTest,createShoutNegative,2267,"[3] recordIndex=0, author=null, text=null, info=http://www.example.org",OK
2021-09-07 23:46:50.633,acme.testing.anonymous.AnonymousShoutCreateTest,createShoutNegative,2690,"[4] recordIndex=0, author=sex, text=null, info=http://www.example.org",OK
2021-09-07 23:46:53.183,acme.testing.anonymous.AnonymousShoutCreateTest,createShoutNegative,2065,"[5] recordIndex=0, author=Test, text=sexTextsex, info=http://www.example.org",OK
2021-09-07 23:47:15.886,acme.testing.spam.SpamShowTest,showPositive,6005,"[1] threshold=10.00, words=sex, hardcore, viagra, cialis, nigeria, you’ve won, million dollar, sexo, duro, viagra, cialis, nigeria, has ganado, 1 millón de dólares, 1 millon de dolares, un millón de dólares , un millon de dolares",OK
2021-09-07 23:47:22.466,acme.testing.spam.SpamShowTest,showNegative,5926,"[1] threshold=12.00, words=this is not what is supposed to be shown, and this another example which should not be marked as spam",OK
2021-09-07 23:47:23.339,acme.testing.spam.SpamShowTest,showNotAuthorised,370,"[1] credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-07 23:47:28.182,acme.testing.spam.SpamShowTest,showNotAuthorised,4362,"[2] credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-07 23:47:32.163,acme.testing.spam.SpamShowTest,showNotAuthorised,3615,"[3] credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-07 23:47:58.088,acme.testing.spam.SpamUpdateTest,updatePositive,8085,"[1] threshold=40.50, words=dick, cunt, you’ve won, an Iphone 12, pene, vagina, has ganado, un Iphone 12",OK
2021-09-07 23:48:05.101,acme.testing.spam.SpamUpdateTest,updateNegative,6546,"[1] threshold=-1.00, words=",OK
2021-09-07 23:48:12.061,acme.testing.spam.SpamUpdateTest,updateNegativeTwo,6478,"[1] threshold=101., words=null",OK
2021-09-07 23:48:12.87,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,248,"[1] threshold=threshold=15.00, words=anonymous person tries to change something he is not allowed to, security kicking in, credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-07 23:48:17.154,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,3992,"[2] threshold=threshold=50.00, words=this is an illegal action, must be declined at all costs, credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-07 23:48:22.296,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,4500,"[3] threshold=threshold=70.00, words=this is dummy authenticated user, he is not allowed to make these words count as spam, credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-07 23:48:50.508,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,10345,"[1] recordIndex=0, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, info=http://www.example.org, workload=89.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:49:01.602,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,10546,"[2] recordIndex=1, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, info=http://www.example.org, workload=98.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:49:12.769,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,10667,"[3] recordIndex=2, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, info=http://www.example.org, workload=80.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:49:16.881,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,listNegative,3682,"[1] id=8",OK
2021-09-07 23:49:44.15,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,9533,"[1] recordIndex=0, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-07 23:49:52.397,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,7771,"[2] recordIndex=1, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-07 23:50:01.243,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,8293,"[3] recordIndex=2, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-07 23:50:05.749,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTaskNegative,4207,"[1] id=8",OK
2021-09-07 23:50:25.792,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4215,"[1] id=11",OK
2021-09-07 23:50:30.329,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4089,"[2] id=12",OK
2021-09-07 23:50:34.886,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4147,"[3] id=13",OK
2021-09-07 23:50:59.47,acme.testing.administrator.task.AdministratorTaskListTest,list,8467,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, info=http://www.example.org, workload=98.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:51:08.127,acme.testing.administrator.task.AdministratorTaskListTest,list,8241,"[2] recordIndex=1, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, info=http://www.example.org, workload=80.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:51:17.299,acme.testing.administrator.task.AdministratorTaskListTest,list,8713,"[3] recordIndex=2, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, info=http://www.example.org, workload=89.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-07 23:51:21.125,acme.testing.administrator.task.AdministratorTaskListTest,listNegative,3306,"[1] id=8",OK
2021-09-07 23:51:41.895,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,3902,"[1] id=11",OK
2021-09-07 23:51:46.347,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,4082,"[2] id=12",OK
2021-09-07 23:51:51.721,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,4946,"[3] id=13",OK
2021-09-07 23:52:00.008,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,7670,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org",OK
2021-09-07 23:52:07.681,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,7310,"[2] recordIndex=0, title=Test1, description=Another test, info=http://www.example.org",OK
2021-09-07 23:52:15.213,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,7023,"[3] recordIndex=0, title=Test2, description=Another test, info=http://www.example.org",OK
2021-09-07 23:52:42.464,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10572,"[1] recordIndex=3, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-07 23:52:53.917,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11185,"[2] recordIndex=4, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-07 23:53:05.719,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11402,"[3] recordIndex=5, title=Test5, description=Another test, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-07 23:53:16.864,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10652,"[4] recordIndex=6, title=Test6, description=Another test, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-07 23:53:28.959,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11830,"[5] recordIndex=7, title=Test7, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:53:35.73,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6174,"[1] recordIndex=0, title=null, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-07 23:53:42.418,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6073,"[2] recordIndex=0, title=null, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-07 23:53:49.061,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6073,"[3] recordIndex=0, title=Test10, description=null, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-07 23:53:56.843,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7379,"[4] recordIndex=0, title=Test11, description=null, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-07 23:54:03.608,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6060,"[5] recordIndex=0, title=Test12, description=Another test, startExecution=null, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:09.816,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5781,"[6] recordIndex=0, title=Test13, description=Another test, startExecution=2021/02/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:17.8,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7605,"[7] recordIndex=0, title=Test14, description=Another test, startExecution=tomorrow, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:23.68,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5488,"[8] recordIndex=0, title=Test15, description=Another test, startExecution=2021/12/03 10:45, endExecution=null, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:30.079,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6063,"[9] recordIndex=0, title=Test16, description=Another test, startExecution=2021/12/03 10:45, endExecution=tow weeks, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:37.724,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7142,"[10] recordIndex=0, title=Test17, description=Another test, startExecution=2021/12/03 10:45, endExecution=2021/12/01 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:43.958,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5693,"[11] recordIndex=0, title=Test18, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=null, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:50.53,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6035,"[12] recordIndex=0, title=Test19, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=-10.50, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:54:56.713,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5797,"[13] recordIndex=0, title=Test20, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.7500, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:55:04.055,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6773,"[14] recordIndex=0, title=Test21, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=40.25, info=mi pagina web, newFinished=true, newStatus=true",OK
2021-09-07 23:55:10.218,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5678,"[15] recordIndex=0, title=Test22 sex, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=false, newStatus=true",OK
2021-09-07 23:55:16.539,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5837,"[16] recordIndex=0, title=Test23, description=Another test viagra, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=true, newStatus=true",OK
2021-09-07 23:55:48.246,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,13728,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, status=true, finished=true, newTitle=Customize your webpage sex, newDescription=null, newInfo=http://www.exampleOne.org, newStartExecution=mañana, newEndExecution=null, newWorkload=99.59, newStatus=true, newFinished=true",OK
2021-09-07 23:56:01.14,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12448,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, status=true, finished=true, newTitle=null, newDescription=Another test sex, newInfo=http://www.exampleTwo.org, newStartExecution=null, newEndExecution=2023/01/13 09:46, newWorkload=-10.58, newStatus=false, newFinished=true",OK
2021-09-07 23:56:14.523,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12890,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, status=true, finished=true, newTitle=Test2 sex, newDescription=Another hardcore test, newInfo=http://www.example.orgThree, newStartExecution=2022/07/29 16:33, newEndExecution=2023/02/17 08:46, newWorkload=mucho, newStatus=true, newFinished=false",OK
2021-09-07 23:56:19.109,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,4024,"[1] id=11",OK
2021-09-07 23:56:23.703,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,4040,"[2] id=12",OK
2021-09-07 23:56:28.388,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,4268,"[3] id=13",OK
2021-09-07 23:56:42.613,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,13805,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, newStatus=true, newFinished=true, newTitle=Customize your webpage edited, newDescription=Try some cool stuff edited, newInfo=http://www.exampleOne.org",OK
2021-09-07 23:56:55.927,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,12947,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, newStatus=true, newFinished=true, newTitle=Test1 edited, newDescription=Another test edited, newInfo=http://www.exampleTwo.org",OK
2021-09-07 23:57:11.218,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,14767,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, newStatus=true, newFinished=false, newTitle=Test2 edited, newDescription=Another test edited, newInfo=http://www.example.orgThree",OK
2021-09-07 23:57:36.583,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,9026,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 23:57:45.465,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,8350,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 23:57:55.079,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,9137,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 23:58:04.896,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,9519,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 23:58:14.89,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,9372,"[1] recordIndex=0, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 23:58:25.932,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,10556,"[2] recordIndex=1, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 23:58:36.473,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,10133,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 23:58:45.795,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,8773,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 23:58:49.178,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,2922,"[1] id=id=8",OK
2021-09-07 23:58:52.597,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,3105,"[2] id=id=3",OK
2021-09-07 23:58:56.328,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,3272,"[1] id=id=8",OK
2021-09-07 23:58:59.907,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,3110,"[2] id=id=3",OK
2021-09-07 23:59:03.192,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,2834,"[1] id=id=8",OK
2021-09-07 23:59:06.24,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,2771,"[2] id=id=3",OK
2021-09-07 23:59:09.794,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,3254,"[1] id=id=99",OK
2021-09-07 23:59:13.717,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,3414,"[2] id=id=98",OK
2021-09-07 23:59:17.084,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,3083,"[3] id=id=100",OK
2021-09-07 23:59:40.643,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,7463,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-07 23:59:48.791,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,7808,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-07 23:59:53.907,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodNegative,4592,"[1] id=19",OK
2021-09-08 00:00:18.031,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,8709,"[1] recordIndex=0, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-08 00:00:25.846,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,7517,"[2] recordIndex=1, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-08 00:00:30.883,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadNegative,4510,"[1] id=19",OK
2021-09-08 00:00:54.373,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,7319,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-08 00:01:02.677,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,7816,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-08 00:01:07.159,acme.testing.manager.task.ManagerTaskListTests,listTaskNegative,4028,"[1] id=19",OK
2021-09-08 00:01:29.013,acme.testing.manager.task.ManagerTaskShowTests,showNegative,4745,"[1] id=34",OK
2021-09-08 00:01:34.251,acme.testing.manager.task.ManagerTaskShowTests,showNegative,4745,"[2] id=35",OK
2021-09-08 00:01:54.831,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,4490,"[1] id=34",OK
2021-09-08 00:01:59.796,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,4470,"[2] id=35",OK
2021-09-08 00:02:07.276,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,6974,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org",OK
2021-09-08 00:02:15.293,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,7664,"[2] recordIndex=0, title=Test 2, description=Another test, info=http://www.example.org",OK
2021-09-08 00:02:44.904,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,11663,"[1] recordIndex=2, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-08 00:02:57.397,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,11960,"[2] recordIndex=3, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-08 00:03:09.769,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,12085,"[3] recordIndex=4, title=Test5, description=Another test, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-08 00:03:21.49,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,11323,"[4] recordIndex=5, title=Test6, description=Another test, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-08 00:03:33.994,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,12099,"[5] recordIndex=6, title=Test7, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:03:41.791,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,7387,"[1] recordIndex=0, title=null, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-08 00:03:49.689,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,7360,"[2] recordIndex=0, title=null, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-08 00:03:57.12,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,7093,"[3] recordIndex=0, title=Test10, description=null, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-08 00:04:03.871,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6358,"[4] recordIndex=0, title=Test11, description=null, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-08 00:04:10.664,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6347,"[5] recordIndex=0, title=Test12, description=Another test, startExecution=null, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:17.712,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6560,"[6] recordIndex=0, title=Test13, description=Another test, startExecution=2021/02/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:23.81,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5653,"[7] recordIndex=0, title=Test14, description=Another test, startExecution=tomorrow, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:30.6,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6275,"[8] recordIndex=0, title=Test15, description=Another test, startExecution=2021/12/03 10:45, endExecution=null, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:37.226,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6304,"[9] recordIndex=0, title=Test16, description=Another test, startExecution=2021/12/03 10:45, endExecution=tow weeks, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-08 00:04:43.896,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,6154,"[10] recordIndex=0, title=Test17, description=Another test, startExecution=2021/12/03 10:45, endExecution=2021/12/01 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
